CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
PETTY THEFT,12/16/2015 03:30:00 PM,15-066665,THEFT,10Y,800 41ST ST,Oakland,CA,"800 41ST ST
Oakland, CA
(37.830992, -122.270803)"
NARCOTICS,12/17/2015 02:45:00 PM,15-066632,POSSESS NARCOTIC CONTROLLED SUBSTANCE,06X,600 SYCAMORE ST,Oakland,CA,"600 SYCAMORE ST
Oakland, CA
(37.815424, -122.27046)"
PETTY THEFT,12/17/2015 10:50:00 AM,15-066574,THEFT,31Z,10500 TOPANGA DR,Oakland,CA,"10500 TOPANGA DR
Oakland, CA
(37.728576, -122.180968)"
MISDEMEANOR ASSAULT,12/16/2015 03:06:00 PM,15-066658,THREAT CRIME:INT:TERRORIZE,32Y,2300 99TH AV,Oakland,CA,"2300 99TH AV
Oakland, CA
(37.746416, -122.159195)"
RECOVERED O/S STOLEN,12/15/2015 11:06:00 AM,15-066211,VEHICLE THEFT - AUTO,29X,6000 MAJESTIC AV,Oakland,CA,"6000 MAJESTIC AV
Oakland, CA
(37.778244, -122.180334)"
BURG - AUTO,12/16/2015 10:00:00 PM,15-066547,BURGLARY-AUTO,18Y,2300 17TH AV,Oakland,CA,"2300 17TH AV
Oakland, CA
(37.79425, -122.23683)"
MISDEMEANOR ASSAULT,12/18/2015 12:05:00 AM,15-066707,BATTERY,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
ROBBERY,12/17/2015 03:40:00 AM,15-066540,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,100 E 12TH ST,Oakland,CA,"100 E 12TH ST
Oakland, CA
(37.799213, -122.263025)"
MISDEMEANOR ASSAULT,12/15/2015 11:43:00 AM,15-066217,DISTURB THE PEACE,14X,200 MACARTHUR BLVD,Oakland,CA,"200 MACARTHUR BLVD
Oakland, CA
(37.817623, -122.253038)"
PETTY THEFT,12/16/2015 05:30:00 PM,15-066590,THEFT,31Y,600 CARY AV,Oakland,CA,"600 CARY AV
Oakland, CA
(37.733173, -122.180261)"
BURG - COMMERCIAL,12/18/2015 02:10:00 AM,15-066729,BURGLARY-FORCIBLE ENTRY,77X,6900 LION,Oakland,CA,"6900 LION
Oakland, CA
"
DOMESTIC VIOLENCE,12/17/2015 10:44:00 AM,15-066577,INFLICT CRPL INJ SP/COHAB,26Y,6500 EASTLAWN ST,Oakland,CA,"6500 EASTLAWN ST
Oakland, CA
(37.76037, -122.196555)"
STOLEN VEHICLE,12/16/2015 03:00:00 AM,15-066447,VEHICLE THEFT - AUTO,23X,1800 34TH AV,Oakland,CA,"1800 34TH AV
Oakland, CA
(37.781533, -122.221411)"
NARCOTICS,12/17/2015 09:54:00 PM,15-066506,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,11X,5600 MARTIN LUTHER KING JR W,Oakland,CA,"5600 MARTIN LUTHER KING JR W
Oakland, CA
"
BURG - AUTO,12/17/2015 06:45:00 AM,15-066542,BURGLARY-AUTO,19X,1200 EMBARCADERO,Oakland,CA,"1200 EMBARCADERO
Oakland, CA
(37.78784, -122.250289)"
MISDEMEANOR ASSAULT,12/17/2015 08:32:00 AM,15-066553,DISTURB THE PEACE,34X,1700 87TH AV,Oakland,CA,"1700 87TH AV
Oakland, CA
(37.753279, -122.17241)"
STOLEN VEHICLE,12/15/2015 11:00:00 AM,15-066473,VEHICLE THEFT - AUTO,02Y,1700 9TH ST,Oakland,CA,"1700 9TH ST
Oakland, CA
(37.808982, -122.299576)"
PETTY THEFT,12/15/2015 02:30:00 PM,15-066285,THEFT,30Y,2600 73RD AV,Oakland,CA,"2600 73RD AV
Oakland, CA
(37.766896, -122.175429)"
OTHER,12/16/2015 07:00:00 PM,15-066484,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,2300 BLOCK SAN PABLO AV,Oakland,CA,"2300 BLOCK SAN PABLO AV
Oakland, CA
"
NARCOTICS,12/16/2015 12:00:00 AM,15-066527,POSSESS CONTROLLED SUBSTANCE,29X,7000 LACEY AV,Oakland,CA,"7000 LACEY AV
Oakland, CA
(37.771035, -122.173092)"
STOLEN VEHICLE,12/17/2015 01:44:00 PM,15-066639,VEHICLE THEFT - AUTO,09X,4100 HOWE ST,Oakland,CA,"4100 HOWE ST
Oakland, CA
(37.827022, -122.253243)"
VANDALISM,12/17/2015 04:45:00 PM,15-066694,VANDALISM,34X,2000 87TH AV,Oakland,CA,"2000 87TH AV
Oakland, CA
(37.754834, -122.169087)"
STOLEN VEHICLE,12/15/2015 02:00:00 PM,15-066618,VEHICLE THEFT - AUTO,04Y,2200 BROADWAY,Oakland,CA,"2200 BROADWAY
Oakland, CA
(37.810962, -122.266962)"
BURG - COMMERCIAL,12/15/2015 04:45:00 PM,15-066306,BURGLARY-NO FORCE,01X,400 EMBARCADERO WEST,Oakland,CA,"400 EMBARCADERO WEST
Oakland, CA
(37.794941, -122.27554)"
STOLEN VEHICLE,12/16/2015 06:00:00 PM,15-066555,VEHICLE THEFT - AUTO,06X,600 24TH ST,Oakland,CA,"600 24TH ST
Oakland, CA
(37.814333, -122.272698)"
STOLEN VEHICLE,12/15/2015 11:00:00 AM,15-066624,VEHICLE THEFT - AUTO,10X,6700 SAN PABLO AVE,Oakland,CA,"6700 SAN PABLO AVE
Oakland, CA
(37.849756, -122.285834)"
FELONY ASSAULT,12/16/2015 05:40:00 PM,15-066476,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,29X,2800 61ST AV,Oakland,CA,"2800 61ST AV
Oakland, CA
(37.771843, -122.187031)"
NARCOTICS,12/17/2015 04:15:00 PM,15-066646,POSSESS NARCOTIC CONTROLLED SUBSTANCE,02X,700 FILBERT ST,Oakland,CA,"700 FILBERT ST
Oakland, CA
(37.804673, -122.28444)"
